Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;0%;79.04334259;0.001314051;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04331207;0.001374817;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04321289;0.001562056;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;+/-6%;79.04324341;0.001830154;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;-6%;79.04334259;0.000496425;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;-4%;79.04334259;0.000596663;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;-2%;79.04334259;0.000883124;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;+2%;79.04328156;0.001866511;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;+4%;79.04309082;0.00252745;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/Freeflow;+6%;79.04311371;0.003163884;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;0%;15.47643852;0.002646777;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;+/-2%;15.4724884;0.002699409;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;+/-4%;15.46883678;0.002788891;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;+/-6%;15.45297337;0.003040042;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;-6%;15.48051739;0.001764787;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;-4%;15.48048592;0.00197988;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;-2%;15.47820568;0.002284013;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;+2%;15.46677399;0.003114804;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;+4%;15.45718384;0.003597904;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go;+6%;15.42543221;0.004315298;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;0%;6.128380299;0.004758554;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1273489;0.004758417;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124416351;0.004840542;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;+/-6%;6.124890327;0.004927353;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;-6%;6.125377178;0.00390158;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;-4%;6.128029346;0.004166837;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;-2%;6.127646923;0.004422491;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;+2%;6.127052784;0.005094343;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;+4%;6.120803833;0.005514243;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Rural;RUR/Trunk/80/St+Go2;+6%;6.124405384;0.005953125;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.001651847;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;+/-2%;41.66275787;0.001681663;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;+/-4%;41.66275787;0.001763724;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;+/-6%;41.66162491;0.001899661;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;-6%;41.66275787;0.000868419;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;-4%;41.66275787;0.00101601;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;-2%;41.66275787;0.001282364;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;+2%;41.66275787;0.002080961;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;+4%;41.66275787;0.002511439;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;+6%;41.66048813;0.002930905;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.002941421;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;+/-2%;12.48870945;0.002962179;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;+/-4%;12.48709679;0.003029755;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;+/-6%;12.48793888;0.00314678;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;-6%;12.48871803;0.002204194;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;-4%;12.48871803;0.002396773;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;-2%;12.48871803;0.002646699;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;+2%;12.48870087;0.003277659;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;+4%;12.48547554;0.003662737;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;+6%;12.48715973;0.004089365;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;0%;5.839771271;0.004474191;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;+/-2%;5.838320255;0.004445123;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;+/-4%;5.839328766;0.004522225;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;+/-6%;5.839369297;0.004588198;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;-6%;5.839882851;0.003710487;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;-4%;5.83987093;0.003954934;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;-2%;5.839808464;0.004160217;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;+2%;5.836833;0.004730032;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;+4%;5.838788986;0.005089519;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go2;+6%;5.838853836;0.005465907;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;0%;79.04334259;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04331207;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04321289;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+/-6%;79.04324341;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;-6%;79.04334259;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;-4%;79.04334259;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;-2%;79.04334259;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+2%;79.04328156;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+4%;79.04309082;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+6%;79.04311371;0.010000003;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;0%;15.47643852;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;+/-2%;15.4724884;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;+/-4%;15.46883678;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;+/-6%;15.45297337;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;-6%;15.48051739;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;-4%;15.48048592;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;-2%;15.47820568;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;+2%;15.46677399;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;+4%;15.45718384;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go;+6%;15.42543221;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;0%;6.128380299;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1273489;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124416351;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+/-6%;6.124890327;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;-6%;6.125377178;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;-4%;6.128029346;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;-2%;6.127646923;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+2%;6.127052784;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+4%;6.120803833;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+6%;6.124405384;0.014999999;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;+/-2%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;+/-4%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;+/-6%;41.66162491;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;-6%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;-4%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;-2%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;+2%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;+4%;41.66275787;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;+6%;41.66048813;0.014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;+/-2%;12.48870945;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;+/-4%;12.48709679;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;+/-6%;12.48793888;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;-6%;12.48871803;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;-4%;12.48871803;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;-2%;12.48871803;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;+2%;12.48870087;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;+4%;12.48547554;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;+6%;12.48715973;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;0%;5.839771271;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;+/-2%;5.838320255;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;+/-4%;5.839328766;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;+/-6%;5.839369297;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;-6%;5.839882851;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;-4%;5.83987093;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;-2%;5.839808464;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;+2%;5.836833;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;+4%;5.838788986;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go2;+6%;5.838853836;0.015000002;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;0%;79.04334259;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04331207;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04321289;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+/-6%;79.04324341;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;-6%;79.04334259;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;-4%;79.04334259;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;-2%;79.04334259;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+2%;79.04328156;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+4%;79.04309082;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/Freeflow;+6%;79.04311371;0.001;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;0%;15.47643852;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;+/-2%;15.4724884;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;+/-4%;15.46883678;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;+/-6%;15.45297337;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;-6%;15.48051739;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;-4%;15.48048592;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;-2%;15.47820568;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;+2%;15.46677399;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;+4%;15.45718384;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go;+6%;15.42543221;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;0%;6.128380299;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1273489;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124416351;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+/-6%;6.124890327;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;-6%;6.125377178;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;-4%;6.128029346;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;-2%;6.127646923;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+2%;6.127052784;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+4%;6.120803833;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Rural;RUR/Trunk/80/St+Go2;+6%;6.124405384;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;+/-2%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;+/-4%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;+/-6%;41.66162491;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;-6%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;-4%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;-2%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;+2%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;+4%;41.66275787;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;+6%;41.66048813;0.0014;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;+/-2%;12.48870945;0.0015;ØGermany;;
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;+/-4%;12.48709679;0.0015;ØGermany;;
